Vessel,VesselID,CT1,CT1Label,CT1ID,BGene1,BGene1Label,BGene1ID,BGene2,BGene2Label,BGene2ID,BGene3,BGene3Label,BGene3ID,BGene4,BGene4Label,BGene4ID,PathFromHeart
anterior ethmoidal artery,UBERON:0012318,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;internal carotid artery;ophthalmic artery;anterior ethmoidal artery
anterior external vertebral venous plexus,FMA:10787,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;lumbar vein;anterior external vertebral venous plexus
anterior external vertebral venous plexus,FMA:10787,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;lumbar vein;anterior external vertebral venous plexus
anterior external vertebral venous plexus #2,FMA:10787,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;azygos vein;posterior intercostal vein;anterior external vertebral venous plexus #2
anterior external vertebral venous plexus #2,FMA:10787,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;azygos vein;posterior intercostal vein;anterior external vertebral venous plexus #2
anterior external vertebral venous plexus #3,FMA:10787,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;superior vena cava;brachiocephalic vein;vertebral vein;anterior external vertebral venous plexus #3
anterior external vertebral venous plexus #3,FMA:10787,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;superior vena cava;brachiocephalic vein;vertebral vein;anterior external vertebral venous plexus #3
anterior humeral circumflex artery,FMA:22680,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;anterior humeral circumflex artery
anterior humeral circumflex artery,FMA:22680,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;anterior humeral circumflex artery
anterior humeral circumflex artery,FMA:22680,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;anterior humeral circumflex artery
anterior humeral circumflex artery,FMA:22680,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;axillary artery;anterior humeral circumflex artery
anterior inferior cerebellar artery,UBERON:0009689,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;anterior inferior cerebellar artery
anterior inferior cerebellar artery,UBERON:0009689,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;anterior inferior cerebellar artery
anterior inferior cerebellar artery,UBERON:0009689,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;anterior inferior cerebellar artery
anterior inferior cerebellar artery,UBERON:0009689,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;anterior inferior cerebellar artery
anterior inferior pancreaticoduodenal artery,FMA:70479,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery;inferior pancreaticoduodenal artery;anterior inferior pancreaticoduodenal artery
anterior inferior pancreaticoduodenal artery,FMA:70479,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery;inferior pancreaticoduodenal artery;anterior inferior pancreaticoduodenal artery
anterior inferior pancreaticoduodenal artery,FMA:70479,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery;inferior pancreaticoduodenal artery;anterior inferior pancreaticoduodenal artery
anterior inferior pancreaticoduodenal artery,FMA:70479,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;superior mesenteric artery;inferior pancreaticoduodenal artery;anterior inferior pancreaticoduodenal artery
anterior inferior pancreaticoduodenal vein,FMA:0329300,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;lateral inferior segmental hepatic portal vein;left lateral hepatic portal vein;left hepatic portal vein;hepatic portal vein;superior mesenteric vein;anterior inferior pancreaticoduodenal vein
anterior inferior pancreaticoduodenal vein,FMA:0329300,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;lateral inferior segmental hepatic portal vein;left lateral hepatic portal vein;left hepatic portal vein;hepatic portal vein;superior mesenteric vein;anterior inferior pancreaticoduodenal vein
anterior inferior segmental hepatic artery,FMA:70443,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;right hepatic artery;right anterior hepatic artery;anterior inferior segmental hepatic artery
anterior inferior segmental hepatic artery,FMA:70443,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;right hepatic artery;right anterior hepatic artery;anterior inferior segmental hepatic artery
anterior inferior segmental hepatic artery,FMA:70443,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;right hepatic artery;right anterior hepatic artery;anterior inferior segmental hepatic artery
anterior inferior segmental hepatic artery,FMA:70443,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;celiac artery;common hepatic artery;proper hepatic artery;right hepatic artery;right anterior hepatic artery;anterior inferior segmental hepatic artery
anterior inferior segmental hepatic portal vein,FMA:15421,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;anterior inferior segmental hepatic portal vein
anterior inferior segmental hepatic portal vein,FMA:15421,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;left hepatic vein;segmental hepatic vein;central vein of liver;hepatic sinusoid;hepatic portal venule;anterior inferior segmental hepatic portal vein
anterior inferior segmental hepatic vein,FMA:15800,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;middle hepatic vein;anterior inferior segmental hepatic vein
anterior inferior segmental hepatic vein,FMA:15800,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;middle hepatic vein;anterior inferior segmental hepatic vein
anterior inferior segmental renal artery,FMA:70501,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;renal artery;anterior inferior segmental renal artery
anterior inferior segmental renal artery,FMA:70501,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;renal artery;anterior inferior segmental renal artery
anterior inferior segmental renal artery,FMA:70501,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;renal artery;anterior inferior segmental renal artery
anterior inferior segmental renal artery,FMA:70501,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;renal artery;anterior inferior segmental renal artery
anterior intercostal artery,FMA:10641,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery
anterior intercostal artery,FMA:10641,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery
anterior intercostal artery,FMA:10641,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery
anterior intercostal artery,FMA:10641,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery
anterior intercostal artery 1,FMA:10652,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 1
anterior intercostal artery 1,FMA:10652,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 1
anterior intercostal artery 1,FMA:10652,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 1
anterior intercostal artery 1,FMA:10652,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 1
anterior intercostal artery 2,FMA:10653,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 2
anterior intercostal artery 2,FMA:10653,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 2
anterior intercostal artery 2,FMA:10653,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 2
anterior intercostal artery 2,FMA:10653,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 2
anterior intercostal artery 3,FMA:10654,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 3
anterior intercostal artery 3,FMA:10654,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 3
anterior intercostal artery 3,FMA:10654,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 3
anterior intercostal artery 3,FMA:10654,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 3
anterior intercostal artery 4,FMA:10655,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 4
anterior intercostal artery 4,FMA:10655,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 4
anterior intercostal artery 4,FMA:10655,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 4
anterior intercostal artery 4,FMA:10655,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 4
anterior intercostal artery 5,FMA:10656,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 5
anterior intercostal artery 5,FMA:10656,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;internal thoracic artery;anterior intercostal artery 5
